bill_updage_count,paid_flg,payway,region,selling_method,arrears_count,identified_doc,entry_age,contract_type,id,domain,campaign,pref,amount,arrears_at,customer_rank,career,sex,age
,,1,T,51,,2,999,2,990034286,0,#,13,,,,#,#,0
,,4,K,1,,1,46,1,247734121,0,a,**,,,,12,1,48
,,4,C,1,,1,47,1,990659118,0,R,23,,,,16,1,60
,,1,T,#,,16,999,2,986634135,10,#,13,,,,#,#,0
,,4,K,1,,1,32,1,600291355,0,L,28,,,,#,1,54
,,2,C,1,,1,41,1,514575713,0,L,22,,,,#,1,55
,,2,Q,0,,20,35,1,904291350,0,#,46,,,,#,1,55
,,2,Q,1,,9,19,1,906642582,0,L,40,,,,#,1,28
,0,4,Q,1,,1,51,1,248318583,0,a,44,130,,,#,2,14
,,4,C,1,,1,24,1,264045945,500,L,23,,,,11,1,24
,,4,T,1,,1,41,1,970743113,0,L,**,,,,#,2,15
1,0,4,T,1,0,1,43,1,960770905,0,a,**,2014,99,100,12,1,50
,,2,T,1,,1,35,1,268209943,0,a,**,,,,12,1,35
,,2,K,0,,1,56,1,606585421,0,0,26,,,,11,2,65
,,2,N,1,,8,43,1,969583543,0,L,35,,,,#,2,46
,,4,D,#,,1,52,1,240924346,500,9,**,,,,#,1,55
,,2,C,1,,1,31,1,963761471,0,L,24,,,,11,1,17
,,2,K,0,,1,33,1,943389905,0,#,27,,,,#,2,39
,,4,T,1,,1,39,1,983159880,0,L,14,,,,#,1,41
,,2,Q,61,,99,64,1,976971554,0,P,40,,,,#,1,64
,,2,T,1,,1,37,1,970203759,0,L,20,,,,#,2,39
,,3,N,1,,99,57,1,263565188,500,L,34,,,,#,1,57
,,4,T,1,,1,48,1,240661340,0,L,14,,,,#,2,17
,,4,K,1,,1,39,1,248977147,0,L,27,,,,12,1,42
,,4,T,#,,1,44,1,984360315,500,#,**,,,,#,1,44
,,4,T,1,,1,52,1,309686010,0,L,**,,,,11,1,60
,,4,T,1,,1,28,1,985902379,0,L,13,,,,16,1,29
,,4,T,0,,99,23,1,303276744,0,#,11,,,,#,2,42
,,4,T,1,,99,19,1,313694437,0,L,13,,,,#,1,37
,,4,C,#,,1,40,1,951338643,10,#,23,,,,#,1,45
,,4,T,1,,1,37,1,253517581,0,L,**,,,,16,2,12
,,2,K,1,,1,41,1,966374613,0,L,**,,,,12,1,45
,,2,H,1,,1,19,1,962419759,0,L,7,,,,#,2,45
,,2,Q,1,,1,55,1,260500254,0,a,41,,,,#,2,55
,,1,Q,1,,1,64,1,955139460,0,L,34,,,,#,1,68
,,3,T,1,,27,19,1,978655066,0,L,13,,,,#,2,22
,,2,Q,1,,98,66,1,905932983,0,L,43,,,,#,2,76
,,4,N,#,,1,31,1,993030575,0,#,33,,,,#,2,31
,,4,C,1,,1,24,1,242233583,500,L,21,,,,#,2,26
,,1,T,0,,99,32,1,955125850,99,#,13,,,,#,1,39
1,0,4,T,1,0,1,22,1,316853561,0,L,12,10445,99,90,#,1,35
,,2,N,1,,1,22,1,257191308,0,a,35,,,,11,2,22
,,4,C,1,,1,41,1,986962815,0,L,**,,,,12,2,42
,,4,K,1,,8,52,1,614919900,0,L,29,,,,#,1,63
0,0,2,T,1,0,1,44,1,252116884,500,L,**,717,99,20,#,1,12
,,4,K,1,,1,41,1,991220085,0,L,27,,,,12,2,42
,,2,T,1,,1,23,1,962868900,0,L,14,,,,11,2,26
,,1,T,0,,1,49,1,328576501,0,#,**,,,,#,#,0
0,0,4,R,1,0,1,43,1,985011039,0,L,**,1580,99,20,#,2,16
0,0,4,T,1,0,17,17,1,971027892,0,L,12,340,99,100,12,2,20
,,2,T,#,,1,53,1,994134549,500,#,**,,,,#,1,53
,,1,T,51,,16,999,2,974810458,0,#,40,,,,#,#,0
,,4,T,#,,16,999,2,274882984,0,9,13,,,,#,#,0
,,3,T,1,,17,24,1,960978941,0,L,13,,,,11,1,28
,,4,T,1,,1,47,1,271242738,0,a,**,,,,12,2,47
,,2,Q,1,,1,35,1,900449848,0,L,45,,,,#,2,55
,,2,N,1,,1,35,1,985706228,500,L,34,,,,12,1,36
,,2,C,1,,1,46,1,953080988,0,L,14,,,,#,2,50
,,2,T,1,,1,26,1,309432818,0,L,12,,,,11,1,34
,,4,T,1,,99,50,1,956385090,0,L,9,,,,#,1,54
,0,2,K,1,,1,16,1,615873597,0,L,13,960,,,#,1,24
1,0,2,Q,1,0,1,44,1,973965370,0,L,**,1620,99,50,#,2,47
,,4,K,1,,1,26,1,615425927,0,L,26,,,,11,2,36
,,2,K,1,,1,26,1,604632525,0,L,29,,,,#,1,42
,,2,T,1,,1,29,1,259551122,0,a,**,,,,#,1,30
,,90,K,0,,1,24,1,606204950,0,#,11,,,,#,2,35
,,4,D,1,,1,41,1,994628474,500,L,1,,,,12,2,42
1,0,4,Q,1,0,1,30,1,903176636,0,L,45,3439,99,20,#,1,17
,,2,C,1,,1,19,1,943011309,0,L,13,,,,#,1,25
,,2,N,1,,1,37,1,805005715,0,L,**,,,,11,1,45
,,4,D,1,,1,52,1,103953848,0,L,16,,,,#,2,62
,,2,H,1,,1,34,1,200273464,0,L,4,,,,#,1,54
,,2,Q,1,,99,47,1,991864230,0,L,45,,,,#,1,48
,,4,T,#,,1,30,1,259500133,500,9,14,,,,#,2,31
,,4,T,#,,1,43,1,967720253,0,#,13,,,,#,1,45
,,4,K,1,,1,47,1,248998840,0,L,26,,,,12,2,22
,,2,K,1,,1,64,1,267488587,0,a,**,,,,12,2,64
,,4,N,1,,1,52,1,955834903,0,R,35,,,,#,1,58
,,90,H,#,,99,40,1,959637976,320,#,13,,,,#,2,44
,,4,K,1,,1,27,1,970371137,0,L,**,,,,#,2,29
0,1,2,T,1,3,1,19,1,969685959,0,L,10,500,10,0,12,2,25
,,2,Q,1,,99,50,1,984825119,0,M,45,,,,#,1,52
,,4,T,1,,1,40,1,944746493,0,L,13,,,,#,1,46
,,1,T,0,,1,24,1,986690810,0,#,,,,,#,2,25
,,2,T,1,,99,37,1,317333816,0,L,19,,,,#,1,49
,,2,D,1,,1,59,1,950928990,0,M,1,,,,#,2,64
0,0,2,H,1,0,1,76,1,243682852,0,L,**,432,99,100,#,1,76
0,0,2,C,1,0,1,20,1,946448439,0,L,**,480,99,60,#,2,29
,,2,N,0,,99,57,1,942991907,0,9,34,,,,#,1,65
,,2,T,1,,1,47,1,251769411,0,L,**,,,,16,1,47
,,90,T,0,,16,999,2,972206400,0,#,22,,,,#,#,0
,,2,Q,1,,1,36,1,991228814,0,L,**,,,,11,1,37
,,90,T,51,,3,999,2,973498917,0,#,13,,,,#,#,0
1,0,4,T,1,1,1,48,1,990094704,0,a,13,10797,10,20,12,1,18
,0,2,C,1,,99,36,1,961663399,0,L,21,480,,,11,2,19
,,2,C,1,,1,13,1,507977228,0,L,**,,,,#,2,53
,,2,T,1,,1,48,1,956280704,0,L,**,,,,11,2,52
,,2,K,1,,1,999,2,982521171,0,L,27,,,,#,#,0
,,2,Q,1,,1,43,1,993770888,500,L,44,,,,#,1,44
,,2,Q,1,,1,19,1,965510686,0,L,40,,,,11,1,22
,,4,T,0,,1,48,1,941473520,0,#,13,,,,#,1,54
,,4,T,1,,1,45,1,982356109,0,R,27,,,,12,2,47
,,4,N,1,,1,25,1,251787979,500,L,33,,,,#,1,27
,,4,T,1,,1,61,1,982799847,501,L,**,,,,11,1,64
,,4,Q,1,,99,20,1,901500388,0,L,40,,,,#,2,37
,,4,K,1,,6,60,1,987696970,500,L,27,,,,11,2,61
,,90,T,51,,8,999,2,258045799,0,9,40,,,,#,#,0
,,4,N,1,,1,26,1,981871199,0,L,**,,,,12,1,28
0,,3,T,1,4,1,21,1,962391447,0,a,**,,8,10,#,2,27
,,2,T,1,,1,16,1,324794926,0,L,19,,,,#,1,31
,,1,T,51,,99,999,2,982644231,0,#,13,,,,#,#,0
,,4,T,1,,1,36,1,303747199,0,R,10,,,,#,1,53
,,4,K,1,,1,42,1,959151264,0,L,**,,,,#,1,46
,,4,T,1,,1,41,1,973356581,0,L,**,,,,#,2,15
,,2,T,1,,1,34,1,323125690,0,L,12,,,,#,2,50
,,2,C,#,,8,45,1,972623520,0,#,23,,,,#,2,47
,,2,T,1,,1,999,2,318326147,0,L,45,,,,#,#,0
,,2,C,1,,21,24,1,985295343,0,L,23,,,,#,2,25
,,4,Q,1,,1,29,1,264730097,0,a,**,,,,12,1,4
,,4,C,1,,1,44,1,264072362,500,L,**,,,,#,2,12
,,2,H,1,,99,22,1,204427030,0,L,30,,,,#,1,32
,,3,T,#,,1,48,1,971947044,0,#,15,,,,#,2,51
,0,2,H,1,,1,40,1,968255507,0,L,2,3000,,,#,2,44
,,4,C,1,,1,45,1,505230651,0,L,23,,,,#,1,62
,,4,T,1,,1,79,1,946121970,0,L,13,,,,11,1,85
,,4,T,1,,17,21,1,940326663,0,L,13,,,,#,2,29
,,1,T,#,,2,999,2,958480402,0,#,**,,,,#,#,0
,,1,Q,0,,23,37,1,956306861,0,#,,,,,#,1,42
1,0,2,Q,1,0,1,26,1,959139675,0,L,**,1007,99,60,11,2,30
,,2,C,1,,1,33,1,516680692,0,L,24,,,,#,1,13
,,2,K,1,,1,26,1,271107877,0,a,27,,,,11,2,26
,,2,T,51,,3,999,2,256231938,0,9,13,,,,#,#,0
,,90,T,0,,99,999,2,964862640,0,#,13,,,,#,#,0
,,2,N,61,,99,68,1,977051975,0,P,33,,,,#,1,72
,,4,T,1,,1,33,1,957851670,0,M,13,,,,#,1,37
,,2,T,1,,12,53,1,979003350,0,L,13,,,,#,2,55
,,4,T,1,,1,999,2,328645961,0,L,13,,,,#,2,999
,,2,H,1,,1,52,1,203759894,0,L,6,,,,#,1,29
,,4,C,1,,1,30,1,964900535,0,L,**,,,,12,1,32
,,2,K,1,,1,21,1,961781849,0,L,25,,,,11,2,25
,,1,T,0,,13,67,1,318664010,0,#,**,,,,#,#,0
,,2,T,1,,1,21,1,968703456,0,L,**,,,,#,2,24
,,4,C,#,,5,27,1,954185927,0,#,23,,,,#,2,30
,,4,C,1,,1,21,1,959607616,0,L,21,,,,11,1,25
,,4,D,1,,17,19,1,972134726,0,a,1,,,,12,2,25
,,4,T,1,,1,47,1,247078442,0,L,11,,,,12,1,47
,,3,N,1,,8,17,1,262375878,0,a,**,,,,12,2,17
,,2,C,1,,1,28,1,942238170,0,L,**,,,,11,2,34
,,4,T,1,,1,33,1,970248513,0,L,13,,,,#,2,37
,,4,T,#,,6,22,1,967161939,0,#,11,,,,#,1,25
,,4,K,1,,1,49,1,971688376,0,L,27,,,,12,1,18
0,,4,T,1,0,1,54,1,990115563,500,L,12,,99,100,16,1,55
0,0,2,T,1,0,99,17,1,306442902,0,a,11,756,99,100,#,1,30
,,2,Q,1,,20,64,1,901245360,0,L,14,,,,#,2,81
1,0,4,T,1,0,1,75,1,258572408,500,L,**,3282,99,5,#,1,76
,,4,C,1,,1,40,1,515119506,0,0,24,,,,#,1,49
,,3,Q,1,,1,22,1,977610654,0,L,**,,,,#,1,24
,0,3,T,1,,1,50,1,244901998,0,L,12,8120,,,#,2,51
0,0,4,D,1,0,1,20,1,953894121,0,L,**,324,99,100,12,2,28
,,2,T,#,,1,999,2,986495558,0,#,13,,,,#,#,0
0,0,1,K,1,0,1,42,1,250704068,0,L,**,120,99,3,#,1,12
,,4,Q,1,,1,40,1,248626133,0,R,42,,,,#,2,42
,,2,D,1,,1,31,1,100324497,0,L,1,,,,#,1,50
,,1,T,1,,1,21,1,957605952,99,L,13,,,,#,1,31
,,3,K,1,,12,28,1,956165597,0,L,28,,,,#,1,32
1,0,4,T,1,0,1,65,1,995049503,0,a,14,7143,99,50,#,1,68
,,4,Q,1,,1,47,1,262338290,0,a,**,,,,12,2,17
1,0,2,K,1,0,17,22,1,615525360,0,L,27,5084,99,70,#,2,32
,,2,Q,1,,17,15,1,962550621,0,L,45,,,,#,2,18
0,0,2,D,0,4,1,48,1,247739083,500,#,**,3000,9,3,#,1,48
,,4,S,1,,99,22,1,400502965,0,L,38,,,,#,1,38
,,4,T,1,,1,28,1,955165489,0,L,13,,,,11,2,33
,,90,T,51,,99,999,2,326466820,0,#,**,,,,#,#,0
,,4,T,1,,1,68,1,988847893,0,L,**,,,,12,1,70
,,4,C,1,,1,41,1,505992260,0,R,22,,,,#,2,57
1,0,2,T,1,0,1,21,1,258153399,0,a,**,2900,99,30,12,2,22
0,0,2,C,1,0,1,40,1,966081867,0,a,23,984,99,60,#,2,46
,,2,T,1,,1,36,1,305714222,0,L,8,,,,#,2,20
,,4,D,1,,1,59,1,251437872,0,L,**,,,,12,2,60
,,4,K,1,,1,42,1,635003799,100,L,26,,,,#,2,51
,,4,Q,1,,99,37,1,903722120,0,0,43,,,,#,#,0
0,0,4,C,1,0,1,56,1,256244523,0,a,**,120,99,30,#,1,56
1,0,4,T,1,0,6,37,1,308915115,0,L,13,11410,99,100,11,2,45
,,2,T,1,,1,16,1,951611434,0,L,**,,,,11,2,22
,,4,K,1,,20,28,1,615632531,0,L,26,,,,12,2,37
0,0,2,D,1,4,2,32,1,103060973,0,L,1,9236,6,20,#,1,51
,,4,H,1,,1,40,1,990344120,0,L,5,,,,#,1,41
0,0,3,T,1,0,1,79,1,256887274,500,L,8,2400,99,5,#,1,79
,,4,T,1,,27,34,1,977625612,0,L,13,,,,#,1,36
,,4,K,1,,1,23,1,240189623,500,L,25,,,,12,2,25
,,2,K,1,,8,43,1,605925703,0,L,27,,,,#,1,56
,,2,T,#,,1,20,1,985352377,500,#,**,,,,#,1,20
,,4,T,1,,1,28,1,972394904,0,L,13,,,,#,2,30
,,4,T,1,,1,67,1,983337187,0,R,27,,,,11,1,69
,,4,C,1,,1,45,1,267524556,500,L,23,,,,11,1,46
,0,2,T,1,,8,12,1,306766266,0,L,13,960,,,#,2,22
,,2,T,51,,3,999,2,965044076,0,#,13,,,,#,#,0
,,4,C,1,,1,31,1,996997259,500,R,27,,,,#,1,33
,,4,C,1,,1,40,1,951454587,0,L,23,,,,12,2,43
1,0,3,T,1,7,1,18,1,964113219,0,L,14,2280,5,3,11,2,22
1,0,4,Q,1,0,1,33,1,247310507,0,L,42,292,99,50,11,1,65
,,4,T,1,,1,53,1,306563437,0,L,22,,,,#,1,64
,,2,K,1,,8,53,1,605933980,0,L,28,,,,#,2,66
,,4,T,1,,1,52,1,995006203,0,R,13,,,,16,2,53
,,2,T,51,,3,999,2,978960881,0,#,13,,,,#,#,0
,,2,K,1,,1,47,1,952030534,0,L,**,,,,11,1,53
,,2,C,1,,1,38,1,970021618,0,L,**,,,,11,2,39
,,2,T,#,,17,17,1,974292302,0,#,13,,,,#,2,19
,,4,Q,#,,1,26,1,966941257,0,#,40,,,,#,1,28
,,4,T,1,,99,34,1,317439651,0,L,14,,,,#,1,45
,,2,K,1,,12,87,1,983669619,0,R,28,,,,12,1,88
,,2,H,1,,1,58,1,955107722,0,L,6,,,,#,1,62
,,2,Q,1,,99,50,1,901555409,0,R,41,,,,#,1,68
1,0,2,K,1,0,1,23,1,606162667,0,L,13,35122,99,80,#,1,37
,,4,Q,1,,1,69,1,243069567,0,L,**,,,,11,2,69
,,2,T,1,,8,30,1,324827390,0,L,14,,,,#,1,43
,,1,T,1,,1,31,1,253988066,0,a,11,,,,11,2,31
0,0,2,T,1,0,8,70,1,241151605,500,L,14,120,99,40,11,2,70
,,2,T,1,,1,51,1,996356652,500,L,**,,,,11,2,51
,,2,S,1,,1,67,1,994231415,0,R,36,,,,11,2,68
,,90,T,#,,99,999,2,265467520,2300,9,4,,,,#,#,0
0,0,4,T,1,0,1,42,1,992488546,500,L,13,400,99,100,#,2,43
1,0,2,D,1,5,1,34,1,970022841,0,a,1,7776,8,10,12,2,20
,,4,Q,1,,1,44,1,263717479,0,a,**,,,,12,2,9
,,4,T,1,,17,17,1,945314500,0,L,11,,,,12,1,22
0,0,2,T,1,0,1,42,1,965407809,0,L,12,324,99,100,#,1,45
0,0,4,T,1,0,1,31,1,243935746,0,L,**,1,99,90,12,2,31
,,4,K,1,,1,25,1,984886260,0,L,**,,,,12,1,26
,,2,C,1,,1,47,1,997236283,0,R,21,,,,12,2,83
,,1,T,51,,3,999,2,607507365,0,#,27,,,,11,#,0
,,2,K,1,,1,65,1,995033103,0,R,27,,,,#,2,66
,,2,T,1,,1,999,2,251694487,0,L,13,,,,11,#,0
,,90,T,51,,3,999,2,964979837,0,9,13,,,,#,#,0
,,2,T,1,,1,45,1,318829566,0,0,14,,,,#,2,52
,,4,T,0,,99,27,1,305052119,0,#,13,,,,#,#,0
,,4,T,#,,1,37,1,962743941,0,#,13,,,,#,2,40
,,2,N,1,,1,39,1,800324672,0,L,34,,,,#,1,58
,,2,Q,1,,1,63,1,906930008,0,L,40,,,,12,1,71
,,4,T,1,,21,70,1,978218268,500,L,13,,,,16,2,72
,,4,C,1,,1,45,1,261382240,0,a,**,,,,#,1,45
,,4,Q,61,,1,50,1,986356951,0,P,**,,,,#,2,51
,,4,T,1,,17,20,1,328888992,0,L,1,,,,#,2,26
,,90,T,1,,16,999,2,990905293,0,L,13,,,,#,#,0
,,4,T,1,,1,43,1,983846284,0,L,14,,,,#,2,47
,,4,T,1,,1,35,1,323413829,0,0,11,,,,#,2,51
,0,2,Q,1,,1,38,1,966504973,0,L,40,980,,,#,1,45
,,4,T,1,,1,34,1,983623741,500,L,**,,,,12,2,36
,,2,K,1,,99,999,2,970881817,0,L,27,,,,#,#,0
,,2,T,#,,1,39,1,959661512,0,#,11,,,,#,2,44
1,0,4,H,1,0,1,18,1,203834037,0,a,5,77833,99,80,#,2,34
,,4,T,1,,1,42,1,997517633,0,R,12,,,,#,2,44
,,2,K,1,,20,34,1,615516688,0,R,27,,,,#,2,45
,,4,T,1,,1,49,1,958143573,0,L,**,,,,11,1,52
,,4,C,1,,1,52,1,974330596,0,L,21,,,,11,2,54
1,0,2,T,1,0,1,22,1,953137954,0,L,**,13100,99,60,#,2,27
,,1,T,0,,99,29,1,988134431,99,#,13,,,,#,1,31
0,,2,K,1,0,1,27,1,960804319,0,L,**,,99,70,11,1,31
,,2,T,1,,98,55,1,318042342,0,L,**,,,,#,2,63
,,2,C,#,,1,54,1,973773974,0,#,23,,,,#,2,57
,,3,C,1,,1,31,1,970509574,0,M,**,,,,#,1,34
,,2,T,#,,1,65,1,969420861,10,#,12,,,,#,2,68
0,0,4,K,1,0,1,44,1,994856828,500,L,**,240,99,90,12,2,45
,,4,T,1,,17,21,1,309720994,0,L,13,,,,#,1,28
,,2,Q,1,,1,40,1,968483800,0,L,42,,,,#,2,43
,,90,K,#,,2,999,2,975488863,320,#,13,,,,#,#,0
,,4,T,1,,1,47,1,306671738,0,L,**,,,,11,1,57
,,2,T,1,,1,41,1,960964438,0,M,11,,,,#,2,45
,,4,C,1,,1,20,1,949161271,0,L,23,,,,11,2,24
,,1,T,1,,1,21,1,957298010,99,L,13,,,,#,1,31
,,4,T,1,,1,51,1,247138068,500,L,14,,,,#,2,53
,,4,K,1,,99,53,1,973269525,0,L,27,,,,#,1,56
,,4,C,1,,1,34,1,969250033,0,L,22,,,,#,2,36
,,4,K,1,,1,43,1,985909727,500,L,**,,,,11,1,47
,,4,C,#,,99,53,1,258085853,1610,9,23,,,,#,#,0
,,4,T,1,,1,36,1,262732556,500,L,**,,,,12,2,36
,,4,T,1,,1,43,1,947592578,0,L,**,,,,11,1,47
,,1,T,1,,99,54,1,955397645,99,L,13,,,,#,1,31
,,2,Q,1,,1,29,1,906786161,0,0,40,,,,#,#,0
,,2,C,0,,1,66,1,509104623,0,0,23,,,,#,1,74
,,3,H,1,,99,24,1,204182929,0,L,34,,,,#,2,36
,,2,N,0,,1,61,1,803444189,0,0,34,,,,#,2,69
0,0,2,K,1,1,1,23,1,604173301,0,L,27,2000,8,80,#,1,40
0,0,4,N,1,0,10,49,1,964057852,0,L,31,324,99,100,12,2,53
,,4,T,1,,8,44,1,991478525,500,R,13,,,,#,2,45
0,0,3,K,1,0,8,12,1,607196659,0,L,28,58440,99,60,#,2,20
,,4,T,1,,1,44,1,249761319,0,L,**,,,,#,2,5
,,4,T,1,,6,43,1,951925550,0,L,13,,,,#,2,48
,,2,T,1,,1,20,1,956985953,0,L,**,,,,11,1,22
0,0,2,T,1,3,1,23,1,947189640,0,L,**,1110,7,30,11,1,29
,,4,K,1,,1,59,1,984374291,500,L,**,,,,12,1,61
,,90,C,#,,2,999,2,966968410,320,#,13,,,,#,#,0
,,2,C,#,,1,38,1,973535967,0,#,23,,,,#,2,41
,,4,C,1,,8,28,1,507071024,0,L,23,,,,#,1,41
,,2,T,1,,1,40,1,955176739,0,L,13,,,,#,1,44
,,4,T,1,,1,22,1,959534189,0,L,44,,,,#,2,25
,,3,T,1,,28,66,1,269170687,0,a,**,,,,12,2,66
,,4,T,1,,1,30,1,303347580,0,L,10,,,,#,2,48
,,4,T,1,,1,26,1,261383019,0,R,12,,,,#,1,26
,,4,T,1,,1,45,1,340174872,0,L,13,,,,11,1,51
1,0,4,T,1,0,1,27,1,327574429,0,L,12,81903,99,90,#,1,38
,0,4,K,1,,1,36,1,240598487,0,L,27,300,,,11,2,32
,,4,T,#,,3,999,2,247651346,0,9,13,,,,#,#,0
,,4,R,1,,1,48,1,240546197,0,L,17,,,,#,1,15
,,3,T,1,,99,58,1,307532130,0,L,13,,,,#,2,67
,,2,T,#,,1,43,1,248549106,500,9,**,,,,#,1,44
,,4,K,1,,1,30,1,994101077,500,L,27,,,,#,1,31
,,1,T,51,,16,999,2,986664590,0,#,13,,,,#,#,0
,,2,T,1,,5,39,1,973691443,0,L,11,,,,12,1,40
0,,3,K,1,2,1,39,1,252714014,0,a,**,,5,100,11,2,39
,,2,T,1,,8,17,1,967719369,0,L,13,,,,11,2,20
,,2,T,51,,3,999,2,963923625,0,#,7,,,,#,#,0
,,2,C,1,,1,46,1,973299112,0,L,21,,,,#,1,49
,0,2,C,1,,1,20,1,980612468,0,L,**,840,,,12,1,23
,,3,R,1,,1,52,1,953512519,0,L,27,,,,11,2,57
,,4,T,1,,1,65,1,980272609,501,L,**,,,,#,1,66
,,4,K,1,,1,26,1,603776992,0,L,28,,,,#,2,75
,0,4,C,1,,17,18,1,509124636,0,L,14,130,,,#,2,26
,,4,T,1,,1,40,1,961383455,100,L,14,,,,#,2,41
,,2,T,1,,1,27,1,317081911,0,R,12,,,,#,2,39
,,1,T,#,,99,54,1,988277220,0,#,,,,,#,1,55
,0,2,C,1,,8,52,1,257458269,0,a,21,600,,,#,2,15
,,4,K,1,,1,41,1,955365083,0,L,28,,,,12,1,20
,,4,T,1,,1,45,1,971891895,500,L,**,,,,#,1,47
,,90,T,51,,3,999,2,974408826,0,#,13,,,,#,#,0
,,3,H,1,,1,31,1,967329104,0,L,**,,,,11,1,34
,,4,T,#,,1,26,1,966855426,0,#,8,,,,#,2,29
,,4,T,1,,1,27,1,325948907,0,0,11,,,,#,2,38
,0,4,N,1,,1,23,1,241174875,0,L,31,130,,,12,1,1
,,4,T,1,,1,32,1,984544884,500,L,**,,,,11,2,34
,,4,C,1,,99,60,1,515673741,0,L,23,,,,#,2,69
,,4,H,1,,1,32,1,201137709,0,L,4,,,,#,2,44
,,3,K,1,,1,58,1,804762108,0,L,27,,,,12,2,65
,,4,T,1,,1,37,1,969252402,0,M,9,,,,#,1,40
0,0,2,T,0,0,1,47,1,307459535,0,9,13,324,99,80,#,1,59
,,4,K,#,,1,28,1,260972722,500,9,27,,,,11,2,28
,,1,T,#,,3,999,2,255973583,0,9,13,,,,#,#,0
0,0,4,T,1,0,10,20,1,968107155,0,a,14,324,99,100,12,2,26
,,2,T,1,,1,42,1,325001289,0,L,20,,,,#,2,55
0,0,2,N,1,0,1,26,1,803002178,0,L,32,5775,99,80,#,1,42
,,3,T,1,,1,31,1,243121387,0,L,12,,,,#,2,31
,,4,T,1,,1,44,1,308239595,0,L,14,,,,#,1,18
,,4,T,61,,1,76,1,971081502,0,P,13,,,,#,2,77
,,90,C,1,,1,26,1,513684941,0,L,22,,,,#,2,42
,,4,C,1,,99,24,1,507802582,0,L,**,,,,#,2,36
,,2,K,#,,1,34,1,971943097,0,9,**,,,,#,2,39
,,4,D,1,,99,54,1,103437749,0,L,1,,,,#,1,69
0,0,4,K,1,0,1,32,1,979039921,0,L,28,1000,99,110,11,2,35
,,4,D,1,,1,35,1,260929448,0,a,1,,,,#,2,35
,,2,T,1,,3,999,2,308470832,0,R,13,,,,#,#,0
1,1,2,D,1,7,1,40,1,104299965,0,L,1,1000,3,1,12,1,48
,,2,T,51,,1,999,2,972143110,0,#,13,,,,11,#,0
,,2,D,1,,6,59,1,968630166,0,M,1,,,,#,2,61
,,1,C,1,,1,71,1,255753866,0,a,**,,,,11,1,71
,,4,T,51,,3,999,2,941707552,0,#,13,,,,#,#,0
,,4,T,1,,1,56,1,991003477,500,L,13,,,,11,2,57
0,0,2,R,#,0,22,20,1,253152940,500,9,18,1,99,10,#,2,14
,,3,N,1,,1,37,1,958839107,0,L,**,,,,#,2,89
,,4,T,1,,99,54,1,306305502,0,L,14,,,,#,1,65
,0,4,K,1,,1,30,1,987527915,0,L,28,39680,,,#,2,32
,,2,C,0,,1,23,1,963816630,0,L,**,,,,#,1,27
,,2,N,1,,5,41,1,975044067,0,M,**,,,,#,2,43
,,3,Q,1,,1,52,1,906271373,0,L,40,,,,#,1,61
,,2,N,1,,3,999,2,249923587,0,L,34,,,,16,#,0
,,4,D,1,,1,55,1,984148365,500,L,**,,,,12,1,24
,,1,T,0,,6,63,1,318739348,0,#,**,,,,#,#,0
,,2,K,0,,84,999,2,615931120,0,#,27,,,,#,#,0
,,2,Q,1,,1,21,1,990243442,0,M,40,,,,#,1,22
,,1,T,51,,99,999,2,261268300,0,9,13,,,,#,#,0
,,4,T,1,,1,42,1,945601380,0,L,**,,,,12,1,5
0,0,2,C,1,0,1,34,1,508123122,0,a,21,3100,99,70,#,2,48
,,4,T,1,,12,43,1,954438388,0,L,11,,,,12,1,47
,,2,D,1,,1,43,1,976814509,0,L,1,,,,#,2,46
,,1,T,0,,1,21,1,957324462,99,L,13,,,,#,1,26
,,2,T,1,,1,54,1,241070994,500,L,**,,,,#,2,56
,,4,T,1,,1,62,1,941625790,0,L,**,,,,#,2,68
,,2,C,1,,1,15,1,508731518,0,L,23,,,,#,1,22
,,2,N,1,,1,29,1,963075557,0,L,34,,,,#,2,33
,,2,N,1,,1,14,1,804003797,0,L,**,,,,#,1,26
,,4,K,#,,10,26,1,971094524,10,#,27,,,,#,2,28
,,4,Q,1,,1,28,1,258539895,0,a,45,,,,12,1,28
,,4,T,1,,1,48,1,987613694,0,L,**,,,,12,1,49
,,4,T,1,,1,49,1,242159459,500,L,13,,,,#,1,52
,,90,T,#,,99,999,2,257555001,2300,9,4,,,,#,#,0
,,4,T,1,,1,30,1,262053580,0,a,**,,,,12,1,30
,,3,T,1,,1,25,1,965172298,0,L,13,,,,11,1,28
,,4,Q,1,,1,64,1,252777851,500,L,12,,,,11,2,64
,,2,N,1,,99,30,1,950268251,0,L,33,,,,#,2,34
,,1,T,0,,99,52,1,959067471,0,#,,,,,#,2,56
0,0,4,C,1,0,1,34,1,506307730,0,L,22,908,99,100,#,1,52
,,4,T,1,,1,29,1,971224321,0,L,14,,,,#,2,32
,,90,T,#,,99,999,2,255306954,900,9,13,,,,#,#,0
,,2,T,1,,1,45,1,270804645,0,a,**,,,,#,1,45
,,90,T,#,,99,999,2,260733861,900,9,13,,,,#,#,0
,,2,K,1,,1,15,1,615685035,0,a,27,,,,#,1,25
,,4,T,#,,1,49,1,252886312,500,9,11,,,,#,1,52
,,4,C,1,,1,20,1,953802421,0,L,23,,,,11,1,24
2,0,4,H,1,0,8,15,1,970576210,0,a,4,1544,99,70,#,2,21
