age,customer_rank,arrears_count,sex,region,contract_type,selling_method,campaign,arrears_at,identified_doc,career,entry_age,amount,domain,pref,id,payway,paid_flg,bill_updage_count
34,90,0,2,S,1,1,L,99,1,11,26,1080,0,**,403847354,3,0,0
16,20,2,2,C,1,1,L,5,1,12,44,9960,0,**,979894804,2,0,0
55,100,0,2,K,1,1,a,99,8,#,22,2400,0,27,603908953,4,0,0
52,70,0,2,K,1,1,L,99,8,#,52,250,500,27,997232420,4,0,0
57,150,0,1,K,1,1,L,99,99,#,36,1218,0,28,601207988,4,0,0
43,100,0,2,T,1,1,L,99,10,#,28,120,0,13,314917540,4,0,0
46,50,0,2,Q,1,1,L,99,1,11,45,1007,0,47,994872324,3,0,0
43,100,0,1,H,1,0,L,99,1,#,28,11800,0,26,201434732,2,0,0
55,130,1,2,K,1,1,L,12,1,#,37,130,0,27,604929120,4,0,1
47,100,0,2,H,1,1,L,99,1,11,40,600,0,**,205281970,2,0,0
43,70,0,1,K,1,1,a,99,1,12,34,3090,0,29,944887584,2,0,0
40,10,0,1,K,1,#,9,99,22,#,39,540,500,27,250306909,3,0,0
21,70,0,2,H,1,1,a,99,8,#,15,1544,0,4,970576210,4,0,2
35,100,0,2,K,1,1,L,99,1,#,31,324,0,**,970237720,4,0,0
32,100,0,2,K,1,1,L,99,99,#,15,864,0,12,604361846,4,0,1
56,30,0,2,T,1,1,a,99,1,16,56,1,0,**,258518400,4,0,0
11,2,2,2,K,1,1,L,6,1,#,36,720,0,28,249273254,4,0,0
36,100,0,2,C,1,1,a,99,1,#,14,540,0,23,503171927,4,0,0
49,50,0,1,Q,1,0,L,99,1,12,39,912,0,40,906648556,2,0,1
23,20,5,1,T,1,1,L,8,17,11,18,420,0,40,955593182,2,0,0
18,3,0,1,T,1,1,L,99,1,#,51,980,0,14,964040428,4,1,1
25,110,0,1,T,1,1,a,99,10,16,21,150,0,14,979067515,4,0,0
26,80,0,2,K,1,1,L,99,8,11,22,240,0,25,962812960,4,0,0
42,80,0,2,T,1,1,L,99,1,12,41,2520,0,**,993791737,4,0,0
51,0,7,2,Q,1,1,L,3,1,11,47,3000,0,**,995133052,2,0,0
20,10,1,2,T,1,#,L,3,28,#,20,1400,500,12,246513052,4,1,0
58,50,0,2,H,1,0,L,99,1,11,53,240,0,4,947276608,2,0,0
51,100,0,2,K,1,1,L,99,1,#,30,341,0,27,600667002,2,0,0
67,50,0,1,H,1,1,L,99,1,11,67,226,0,7,241279733,4,0,0
49,100,0,2,T,1,1,a,99,1,11,43,240,0,13,968976289,4,0,0
45,100,0,1,T,1,1,a,99,1,#,29,130,0,14,305564526,4,0,1
39,0,7,1,H,1,1,a,3,1,#,36,2900,0,**,995399787,2,1,0
25,100,0,2,T,1,1,L,99,6,#,20,324,0,13,963036323,4,0,0
32,100,0,2,R,1,1,L,99,1,#,15,1460,0,17,703114024,2,0,0
27,60,0,2,T,1,1,L,99,6,11,21,540,0,13,945671588,2,0,0
66,50,0,2,K,1,1,a,99,1,12,66,700,0,26,249269463,4,0,1
59,50,0,2,K,1,1,L,99,1,#,42,960,0,25,613083866,2,0,0
10,2,0,2,C,1,1,L,99,1,#,44,480,0,23,253359491,2,0,1
47,100,0,2,C,1,1,L,99,99,#,44,324,0,23,975347452,4,0,0
52,100,0,1,T,1,1,L,99,1,#,42,120,0,13,307634247,4,0,1
39,70,0,2,S,1,1,L,99,1,12,32,7057,0,**,965933590,2,0,1
17,20,0,2,K,1,1,L,99,6,#,33,324,0,**,969890547,4,0,0
29,5,10,1,H,1,1,L,3,17,#,20,947,0,13,204895742,3,1,0
31,100,0,2,T,1,1,L,99,1,11,24,5700,0,**,946477682,4,0,1
24,60,0,1,K,1,1,L,99,1,11,22,216,0,**,980933985,2,0,0
20,3,9,1,T,1,1,L,3,27,#,19,2900,0,13,992961326,3,0,0
62,100,3,2,T,1,1,L,10,6,11,55,108,0,27,948320132,2,1,0
22,3,4,2,K,1,1,a,9,8,#,16,130,0,26,965366450,2,1,0
49,100,0,1,K,1,1,L,99,1,11,45,379,0,**,969677607,4,0,0
27,30,0,1,T,1,#,9,99,1,#,27,1080,500,11,256897021,2,0,1
34,0,8,2,Q,1,1,L,3,1,15,32,324,500,40,986413832,2,1,0
29,100,0,2,T,1,1,L,99,1,#,21,324,0,1,950721962,4,0,0
23,100,0,1,T,1,1,L,99,1,11,18,324,0,**,966451125,4,0,0
29,100,0,1,T,1,1,L,99,1,11,22,950,0,15,965645375,4,0,0
35,20,4,1,C,1,1,R,8,1,#,35,14880,0,23,244972098,2,0,0
35,100,0,1,K,1,1,a,99,1,#,18,1080,0,12,605116737,2,0,0
66,50,0,2,T,1,1,a,99,1,11,64,5168,0,**,248617175,2,0,1
49,30,4,2,T,1,#,#,3,8,12,48,3300,500,13,242102297,3,0,1
50,0,5,2,N,1,0,L,5,99,#,34,139,0,34,803178509,2,0,0
30,80,0,1,K,1,1,L,99,1,12,29,2940,0,26,991005362,4,0,0
37,100,0,2,C,1,1,L,99,1,11,33,480,0,23,987795066,4,0,0
54,50,0,2,K,1,#,9,99,1,#,52,3470,500,27,247742850,4,0,0
34,80,0,1,N,1,1,a,99,1,12,32,5861,0,34,253350651,4,0,1
17,20,0,1,K,1,1,L,99,1,#,40,250,0,27,962443012,3,0,0
43,50,0,2,H,1,1,L,99,1,#,42,1,0,4,992565664,2,0,0
50,0,10,1,D,1,1,L,3,1,#,43,2953,0,1,943902652,3,1,1
36,140,0,2,K,1,1,L,99,1,#,21,200,0,28,605348561,4,0,1
36,100,0,1,H,1,1,L,99,1,#,26,900,0,4,204763469,4,0,1
60,50,0,1,T,1,1,L,99,1,11,50,25200,0,12,326490380,4,0,0
23,70,0,2,D,1,1,L,99,8,12,17,9230,0,1,954077243,2,0,1
31,90,0,2,T,1,1,L,99,1,11,25,3100,0,23,950240061,4,0,1
59,80,0,2,Q,1,1,L,99,1,#,59,120,0,**,249989800,4,0,0
36,3,3,2,K,1,1,R,10,1,#,38,350,0,27,250307266,2,1,0
42,70,0,2,S,1,1,L,99,1,12,40,2121,0,38,989863563,2,0,1
59,50,0,2,H,1,1,a,99,1,#,56,1000,0,4,995975005,2,0,0
54,90,0,2,C,1,1,L,99,1,#,53,120,500,23,991595784,4,0,0
21,5,6,1,K,1,1,a,3,17,#,16,490,0,27,980874104,2,0,0
15,20,0,2,N,1,1,L,99,1,12,47,2549,0,34,247332156,4,0,1
32,60,0,1,C,1,1,a,99,1,11,23,380,0,23,509376658,2,0,1
22,50,0,2,N,1,1,L,99,1,12,21,120,0,**,994844305,2,0,0
0,40,0,#,H,2,1,a,99,1,#,999,23220,0,4,252247924,2,0,0
41,100,1,2,S,1,1,L,3,1,12,40,960,0,38,993332120,2,0,0
68,50,1,1,Q,1,1,L,9,99,#,49,1,0,44,901574335,2,0,0
39,100,0,2,T,1,1,L,99,20,#,29,324,0,13,317994306,4,0,0
48,60,0,2,K,1,1,L,99,8,#,27,1800,0,27,600411764,2,0,0
30,50,0,1,H,1,1,L,99,1,#,30,2900,0,4,251521817,4,0,0
19,3,7,1,C,1,1,L,5,1,#,13,6500,0,**,945707369,2,1,0
73,50,0,1,T,1,1,L,99,1,11,73,1,0,**,248578810,4,0,0
27,50,0,2,K,1,1,L,99,1,#,57,971,0,27,973929342,2,0,0
40,60,0,2,T,1,1,a,99,1,#,31,3000,0,13,944522755,4,0,0
36,100,0,1,T,1,1,L,99,1,11,31,10500,0,13,957065225,4,0,1
31,100,0,2,D,1,1,L,99,1,#,15,2420,0,1,103382358,3,0,0
65,50,0,1,D,1,1,a,99,1,#,54,1,0,1,104075937,2,0,0
32,70,0,1,K,1,1,a,99,1,11,27,18164,0,27,983825825,2,0,1
64,50,0,1,H,1,0,L,99,1,#,15,2520,0,5,204426615,4,0,0
45,50,0,2,H,1,1,L,99,1,11,45,12074,0,4,243353132,2,0,1
32,100,0,2,H,1,1,L,99,99,#,15,10,0,4,203662636,2,0,1
18,20,0,1,T,1,1,a,99,1,#,48,2460,0,**,255868739,4,0,1
36,60,0,1,K,1,1,L,99,1,11,29,130,0,**,953550797,2,0,0
28,90,0,1,N,1,1,L,99,1,#,24,33326,0,13,971096241,3,0,2
29,100,0,2,S,1,1,L,99,1,#,14,788,0,23,403266542,4,0,0
53,100,0,1,Q,1,1,L,99,1,#,46,324,0,40,941985537,2,0,0
15,20,0,1,K,1,1,L,99,1,#,38,2014,0,28,982895111,4,0,1
23,110,0,1,C,1,1,L,99,1,#,38,324,0,23,515774624,4,0,0
22,50,0,2,T,1,1,L,99,8,11,18,2140,0,12,983591265,3,0,1
68,50,0,1,K,1,1,L,99,1,11,57,150,0,26,616069594,4,0,0
18,10,3,1,T,1,1,L,3,27,#,17,5000,0,13,991319048,3,0,1
47,50,0,2,C,1,1,a,99,1,#,24,480,0,**,500685558,2,0,0
27,110,0,2,Q,1,1,L,99,10,12,23,324,0,40,968108694,4,0,0
52,3,5,2,C,1,1,L,8,1,#,47,960,0,**,957472776,3,1,1
25,3,3,2,T,1,1,L,10,1,11,23,1727,0,14,984644640,2,1,1
31,50,0,2,D,1,1,L,99,1,12,31,2497,500,1,253376920,2,0,1
38,50,0,1,R,1,1,L,99,1,11,37,29200,0,17,990782965,2,0,0
57,100,0,2,K,1,1,L,99,1,11,44,432,0,26,606367370,4,0,0
41,90,0,2,H,1,1,L,99,1,#,40,120,500,4,241906110,4,0,1
46,110,0,2,T,1,1,L,99,1,#,28,240,0,9,303753228,4,0,0
25,3,6,1,T,1,1,L,3,1,16,24,2678,0,**,987715635,2,1,1
56,100,3,2,K,1,1,L,10,1,#,49,120,0,27,941420877,2,1,0
39,70,0,1,T,1,1,L,99,1,12,34,3110,0,13,954592100,2,0,2
27,100,0,2,Q,1,1,a,99,1,11,25,1,0,42,996298587,4,0,0
42,100,8,1,T,1,1,L,3,1,#,35,324,0,8,944602307,2,1,0
44,100,0,1,D,1,1,L,99,10,11,41,360,0,1,979895051,4,0,0
60,50,0,2,K,1,1,L,99,1,11,55,1728,0,**,956982979,4,0,0
45,100,0,1,T,1,1,L,99,1,#,38,100,0,8,340404851,4,0,0
49,110,0,2,T,1,1,L,99,1,12,47,960,500,13,977464374,4,0,0
72,30,0,1,T,1,1,a,99,1,12,71,594,0,8,257340768,2,0,1
34,90,0,1,Q,1,1,L,99,1,#,28,2988,0,26,947155718,4,0,1
31,50,0,1,T,1,1,a,99,1,11,29,600,0,11,251202755,4,0,0
19,20,0,2,D,1,1,L,99,1,#,43,6279,0,**,240578353,2,0,0
69,50,0,2,K,1,1,L,99,1,#,57,1976,0,26,614860139,2,0,0
33,50,0,1,T,1,#,9,99,99,#,33,3500,500,12,250966880,4,0,0
58,50,0,2,T,1,1,L,99,1,11,55,1058,0,11,993430829,2,0,1
75,30,0,2,T,1,1,L,99,1,11,74,756,500,**,259771001,2,0,0
48,50,0,2,C,1,1,L,99,1,11,47,1967,500,21,992677722,2,0,1
62,100,0,2,T,1,1,L,99,10,12,59,1404,0,13,972389500,4,0,0
18,20,0,2,C,1,1,a,99,1,11,47,1210,0,23,992058745,4,0,1
23,3,9,1,T,1,1,a,3,8,#,20,360,0,13,997012578,2,1,0
35,140,0,1,T,1,1,L,99,1,#,15,427,0,12,313919964,4,0,1
32,40,1,1,T,1,1,L,6,1,12,27,2500,0,39,954652688,2,0,1
27,3,4,1,T,1,1,a,9,17,#,27,1080,0,13,256136786,2,1,1
56,80,0,2,N,1,1,L,99,99,#,42,120,0,34,803612131,3,0,0
25,90,0,1,H,1,1,L,99,1,#,52,5520,0,4,983360682,4,0,1
43,100,0,2,T,1,1,L,99,10,#,29,302,0,27,325240245,4,0,0
31,100,0,2,T,1,1,L,99,1,11,29,324,0,**,981676871,4,0,0
29,60,0,1,K,1,1,L,99,1,#,17,23880,0,**,614470839,3,0,0
60,70,0,1,K,1,1,L,99,1,#,9,500,0,**,604360151,2,0,1
25,3,3,1,Q,1,1,L,10,1,16,23,800,500,46,980191542,2,1,1
14,5,2,2,H,1,1,L,3,1,#,45,2473,500,2,240115670,2,0,1
27,150,0,1,K,1,1,L,99,1,#,15,8198,0,26,605992299,2,0,2
61,50,0,2,C,1,1,L,99,1,#,61,1,500,**,248167868,4,0,0
33,30,0,2,Q,1,1,L,99,1,16,33,120,500,47,253497502,2,1,0
24,0,7,1,T,1,1,L,3,1,12,28,5000,0,11,240925514,2,1,1
38,100,0,2,T,1,1,a,99,1,#,28,1100,0,13,940269616,4,0,0
18,100,0,2,C,1,1,L,99,1,#,44,3600,0,22,972179630,2,0,1
55,90,0,1,C,1,1,L,99,1,#,39,1,0,11,513246117,2,0,0
41,100,0,1,T,1,1,0,99,1,11,31,432,0,13,317634744,4,0,0
78,50,0,2,C,1,1,L,99,6,#,72,1,0,23,954993505,2,0,0
47,70,0,1,K,1,1,L,99,1,11,43,540,0,28,249055975,4,0,1
37,80,0,1,H,1,1,L,99,1,#,36,780,500,**,994660649,4,0,0
24,50,0,2,H,1,1,L,99,1,12,20,450,0,**,993299239,2,0,0
47,40,0,2,T,1,1,L,99,8,12,47,1138,0,13,240783141,2,0,1
35,90,0,2,C,1,1,a,99,1,#,26,1,0,23,940807161,4,0,0
19,80,0,2,T,1,1,L,99,1,#,40,324,0,44,962116545,4,0,0
24,50,0,1,H,1,1,L,99,17,#,15,7260,0,6,205102510,2,0,0
41,50,0,1,C,1,1,L,99,1,16,41,120,500,22,248967918,2,0,0
22,90,0,2,T,1,1,L,99,17,#,17,3109,0,13,955637704,4,0,1
18,20,0,2,C,1,1,a,99,1,#,47,2000,0,23,990049283,4,0,0
36,3,2,1,T,1,#,#,11,1,#,35,999,500,12,240140522,3,0,1
22,50,0,1,T,1,1,L,99,8,11,21,1080,0,28,993319476,2,1,1
30,10,2,1,T,1,1,L,3,1,16,25,1530,0,**,984628901,3,1,0
23,3,9,1,Q,1,1,L,4,17,12,20,960,0,13,967577896,2,0,0
33,100,1,2,H,1,#,#,11,1,12,32,394,500,**,989798385,3,0,1
47,3,3,1,T,1,1,a,10,99,#,35,1080,0,12,307467726,2,1,0
26,50,0,2,T,1,1,L,99,8,#,21,324,0,11,955488888,2,0,0
31,10,0,1,T,1,1,L,99,1,11,30,3020,0,22,992569726,2,0,1
27,3,0,2,Q,1,1,L,99,1,#,27,480,500,42,996855429,4,0,0
30,70,0,2,K,1,1,L,99,1,#,15,5537,0,**,606005532,2,0,1
23,100,0,2,T,1,1,a,99,1,11,38,324,0,**,308815053,4,0,0
43,3,10,1,T,1,1,L,3,1,11,33,980,0,43,906433765,2,1,0
28,3,0,2,T,1,1,L,99,1,12,26,1360,0,8,989392388,4,0,0
47,50,0,1,T,1,1,L,99,1,#,42,47740,0,**,965849300,2,0,0
69,50,0,1,T,1,1,R,99,1,#,67,1800,0,13,241171062,2,0,0
23,100,3,1,T,1,1,L,10,1,12,18,540,0,10,962771203,2,0,0
37,60,1,2,T,1,1,a,9,1,#,24,540,0,28,326767597,4,0,1
34,100,0,1,T,1,#,#,99,1,#,34,3571,500,**,243954088,4,0,0
30,3,7,2,T,1,1,a,3,1,#,22,360,0,40,949078837,2,0,0
26,100,0,1,H,1,1,L,99,1,12,25,324,0,7,989187883,2,0,0
36,100,0,1,C,1,1,L,99,1,11,28,120,0,23,509300231,4,0,0
55,100,0,2,C,1,1,L,99,1,#,15,7128,0,22,507799166,3,0,0
0,70,0,#,T,2,1,L,99,1,#,999,972,0,13,940635299,2,0,0
20,20,0,1,T,1,0,#,99,27,#,20,15722,500,13,251311700,3,1,0
17,5,3,2,T,1,1,L,3,8,12,47,480,0,8,251278291,2,0,0
84,3,3,1,K,1,1,L,10,1,#,77,360,0,27,607291971,2,1,0
18,60,0,2,K,1,1,L,99,99,#,49,432,0,28,961679484,4,0,0
47,60,0,2,S,1,1,L,99,1,#,40,1000,0,37,403874003,3,0,1
40,50,0,2,K,1,1,L,99,1,11,39,2408,0,46,252866479,2,0,1
63,50,0,1,N,1,1,L,99,1,#,61,700,500,**,248327478,4,0,1
32,100,0,2,T,1,1,L,99,10,11,28,8000,0,**,964068836,4,0,0
7,100,0,1,C,1,1,L,99,1,11,40,324,0,**,996825182,4,0,0
34,3,0,2,T,1,1,L,99,1,#,18,1680,0,6,313806420,3,1,0
74,30,0,1,T,1,1,L,99,1,11,74,1,500,**,255538337,2,0,0
18,100,0,2,H,1,1,L,99,1,#,39,324,0,**,957358534,4,0,0
18,100,0,1,K,1,1,L,99,1,12,39,324,0,27,981697620,4,0,0
37,130,0,2,K,1,1,L,99,1,#,26,12852,0,13,606097318,4,0,0
66,50,0,2,T,1,1,L,99,99,11,56,1918,0,12,317828014,4,0,0
34,100,0,2,H,1,#,9,99,1,#,34,4794,500,4,252358234,4,0,0
72,10,5,2,K,1,1,L,5,1,11,71,324,0,25,990867612,2,0,1
38,100,0,2,T,1,1,L,99,1,11,37,250,0,11,986522861,4,0,1
43,100,0,1,Q,1,1,a,99,99,#,25,3600,0,13,903261231,4,0,0
60,50,0,2,T,1,1,L,99,1,12,59,972,0,14,988675100,4,0,0
54,20,2,2,Q,1,1,L,5,1,11,48,2160,0,**,955741026,2,0,1
37,90,0,1,K,1,1,a,99,1,12,31,42950,0,26,968055835,4,0,0
35,100,0,1,T,1,1,L,99,1,11,26,540,0,**,945436534,4,0,0
23,100,0,1,T,1,1,L,99,1,12,45,100000,0,14,987996621,4,0,1
42,70,0,2,R,1,1,L,99,1,#,39,2000,0,17,980216842,2,0,1
50,10,7,2,T,1,1,L,6,1,11,49,3600,0,**,986102925,2,1,0
41,60,0,2,H,1,1,L,99,8,#,22,2130,0,5,201317866,3,0,1
26,100,0,2,K,1,1,L,99,17,#,20,9720,0,27,945617383,4,0,0
25,90,0,1,N,1,1,L,99,1,#,21,1137,0,**,964958464,4,0,1
18,3,9,1,C,1,1,L,4,8,#,44,2780,0,22,962258170,2,0,0
2,110,0,1,T,1,1,a,99,1,12,24,29940,0,13,958767224,4,0,0
41,70,0,2,K,1,1,L,99,1,11,36,360,0,26,963204936,2,0,1
71,50,0,2,D,1,1,L,99,1,12,65,1500,0,**,943364913,4,0,1
43,70,0,1,H,1,1,L,99,1,#,42,1,500,**,256250929,4,0,0
22,60,0,1,C,1,1,L,99,1,#,43,3000,0,21,945805058,2,0,1
24,100,0,2,T,1,1,L,99,1,12,22,500,0,8,977403159,2,0,0
58,60,0,1,N,1,1,L,99,99,#,46,886,0,34,804099747,2,0,1
9,100,0,1,K,1,1,L,99,1,11,43,108,0,30,942783558,4,0,0
44,150,0,2,R,1,1,L,99,1,#,28,960,0,18,703014091,2,0,0
20,3,3,1,D,1,1,L,10,1,11,81,2140,0,1,989126626,2,1,0
65,30,0,2,T,1,1,L,99,1,11,65,1023,500,**,257658522,2,0,1
37,60,0,1,T,1,1,L,99,28,#,35,960,500,11,249055698,4,0,0
35,50,0,1,D,1,1,L,99,1,11,33,360,0,1,986961937,2,0,0
48,110,0,1,K,1,1,L,99,1,12,44,350,0,**,964831545,4,0,1
43,60,0,1,T,1,1,a,99,1,#,27,12000,0,12,316647122,2,0,0
39,100,0,1,K,1,1,L,99,1,11,31,302,0,**,953757079,4,0,0
56,100,0,2,T,1,1,L,99,1,11,52,1905,0,13,967246190,4,0,1
47,100,0,2,R,1,1,L,99,1,#,45,324,500,**,982812005,4,0,0
24,30,1,1,C,1,1,L,5,1,#,14,1810,0,22,516735532,3,0,0
30,30,2,2,T,1,1,a,6,1,11,22,14780,0,**,952166018,2,0,0
23,0,1,2,T,1,1,L,12,17,#,17,4760,0,12,956443371,2,1,0
58,100,0,1,T,1,1,L,99,1,11,54,324,0,8,964282798,4,0,0
21,100,0,1,S,1,1,a,99,17,#,15,1967,0,37,970491123,4,0,1
33,60,0,2,S,1,1,a,99,1,12,29,335,0,38,987088891,2,0,1
32,50,0,2,C,1,1,L,99,1,#,19,87,0,23,507095719,2,0,1
34,100,0,1,C,1,1,L,99,1,#,21,540,0,23,507848282,2,0,0
13,20,0,2,T,1,1,L,99,1,12,45,1200,0,**,241612821,4,0,1
50,50,0,2,D,1,1,L,99,1,#,49,240,500,**,247489406,2,0,0
21,5,0,1,T,1,#,#,99,27,#,21,324,500,27,246467287,1,0,1
50,60,0,1,C,1,1,L,99,1,#,31,240,0,23,513220766,2,0,0
52,70,0,2,K,1,1,L,99,1,#,48,2484,0,27,964893916,2,0,0
49,60,0,2,Q,1,1,L,99,1,11,47,324,0,45,251998622,3,0,1
19,20,0,1,K,1,1,L,99,1,12,45,3000,0,**,991480605,4,0,0
32,50,0,2,T,1,1,L,99,1,11,25,324,0,12,941953656,2,0,2
69,5,0,2,N,1,1,L,99,1,#,69,1,500,33,256974741,3,0,0
33,40,1,2,H,1,1,a,8,1,11,26,5800,0,6,964690861,3,0,0
56,100,0,2,T,1,1,L,99,1,12,50,324,0,14,971023478,2,0,0
38,100,0,2,T,1,1,L,99,10,11,32,324,0,13,948144018,4,0,0
55,70,0,2,K,1,1,L,99,1,#,37,240,0,27,603981693,2,0,0
19,10,2,1,T,1,1,R,9,8,#,19,480,0,**,250411630,2,0,0
55,100,0,1,T,1,1,L,99,99,#,39,200,0,14,324952060,4,0,0
52,10,1,1,C,1,1,L,4,1,#,50,980,0,23,986341177,2,0,1
39,70,0,2,T,1,1,L,99,8,12,39,960,500,13,994854247,4,0,0
28,30,0,1,T,1,1,a,99,1,#,28,1,0,11,254979577,2,0,0
45,110,0,1,K,1,1,a,99,1,#,30,960,0,27,614710044,4,0,0
39,100,0,2,T,1,1,a,99,8,#,20,864,0,13,323112899,2,0,0
34,140,0,2,T,1,1,L,99,1,11,25,324,0,14,308814486,4,0,0
13,20,0,1,T,1,1,L,99,1,11,37,432,0,22,981558572,4,0,1
29,80,0,1,T,1,1,L,99,1,12,24,12180,0,13,966748778,2,0,1
44,10,2,2,H,1,1,L,5,1,11,43,240,0,7,986143225,2,0,0
68,50,0,1,T,1,1,a,99,1,#,65,7143,0,14,995049503,4,0,1
24,100,0,2,H,1,1,L,99,1,11,20,2674,0,**,970700790,4,0,0
54,3,6,2,T,1,1,L,7,1,12,53,1500,500,**,992649661,2,0,0
52,80,0,1,K,1,1,a,99,1,#,52,240,0,27,249260919,4,0,0
27,100,0,2,T,1,1,L,99,1,11,23,3760,0,**,988692183,2,0,0
44,0,6,1,D,1,1,a,4,1,11,35,1200,0,**,509401331,2,0,0
34,3,9,2,Q,1,1,a,4,99,#,29,2014,0,46,945205051,2,1,1
42,80,0,1,T,1,1,L,99,1,11,41,4374,0,14,990832635,4,0,0
999,100,0,1,T,2,1,L,99,1,11,999,324,0,10,977494166,2,0,0
32,100,0,2,S,1,1,L,99,1,12,30,334,0,37,987717095,4,0,1
50,70,0,2,K,1,1,L,99,1,16,46,500,500,28,989859059,2,0,0
36,50,0,1,T,1,1,L,99,1,#,33,540,0,**,977645482,2,0,1
51,100,5,1,Q,1,1,L,5,1,#,30,324,0,40,900012257,2,1,0
28,80,0,2,T,1,1,L,99,1,11,25,226,0,37,975276882,4,0,1
48,100,0,2,T,1,1,a,99,1,12,51,1998,0,13,254959661,4,0,0
61,30,0,1,Q,1,1,L,99,1,12,60,1,500,35,258136381,3,0,0
47,50,0,1,Q,1,1,L,99,1,#,46,100,0,**,992043470,2,0,0
40,50,0,2,T,1,1,L,99,1,#,40,120,500,8,247630761,2,0,0
49,100,0,2,T,1,1,L,99,1,#,49,324,500,14,247734068,4,0,0
61,100,0,2,T,1,1,L,99,1,11,51,216,0,38,403598731,4,0,0
38,30,0,2,S,1,1,L,99,1,12,38,1,0,**,250002629,2,0,0
27,90,0,2,C,1,1,L,99,1,12,26,1637,500,**,242096080,4,0,1
47,170,0,1,T,1,1,L,99,1,11,38,35381,0,13,942699028,2,0,1
29,100,0,1,T,1,1,a,99,17,11,20,324,0,14,943945020,2,0,0
39,10,7,1,N,1,1,L,3,1,#,34,480,0,40,960770550,2,0,0
46,20,0,1,C,1,1,L,99,26,12,46,1196,0,**,248792681,2,0,0
50,100,0,1,T,1,1,L,99,1,11,44,108,0,**,961947139,4,0,0
57,50,0,2,C,1,1,L,99,1,12,56,120,0,23,994662096,2,0,0
46,30,0,2,K,1,1,a,99,1,#,45,5280,0,**,256977538,4,0,0
29,30,1,2,T,1,1,L,10,8,12,26,2580,500,11,988581972,3,0,1
64,50,0,2,K,1,1,L,99,1,#,64,120,500,**,992558055,2,0,0
31,80,0,2,C,1,1,L,99,1,11,30,2800,0,23,986704741,2,0,1
53,100,0,2,T,1,1,L,99,1,11,49,432,0,**,962429617,2,0,0
18,70,0,2,Q,1,1,L,99,6,11,18,972,0,**,240999536,2,0,0
47,110,0,2,N,1,1,a,99,1,11,38,130,0,35,941746694,4,0,0
32,80,0,2,K,1,1,L,99,1,#,32,4968,500,**,995003243,4,0,0
47,110,0,1,C,1,1,L,99,1,#,30,960,0,23,514058889,4,0,1
62,100,0,1,Q,1,1,a,99,99,#,45,500,0,40,903815704,2,0,0
19,20,0,1,C,1,1,L,99,1,#,51,480,0,**,972984410,4,0,1
54,90,0,2,T,1,1,L,99,1,12,47,5889,0,27,616147708,4,0,0
23,80,0,2,H,1,#,#,99,1,#,54,132,500,6,249539091,4,0,1
48,100,1,2,Q,1,1,L,9,1,16,47,120,500,47,994481119,2,0,0
25,50,2,2,S,1,1,L,8,1,12,16,529,0,38,906736165,3,0,1
59,80,0,1,T,1,1,L,99,1,#,59,120,500,**,243415719,4,0,0
22,5,5,2,D,1,1,a,3,8,12,19,1460,0,1,991386392,2,0,1
55,50,0,2,C,1,1,L,99,1,12,55,360,500,23,241944929,2,0,0
24,70,0,2,T,1,1,L,99,1,11,18,610,0,**,954746490,3,0,1
33,100,0,1,T,1,1,L,99,99,#,19,250,0,13,325230259,4,0,0
77,50,0,2,K,1,1,L,99,1,12,77,540,0,**,241376395,2,0,1
25,90,0,1,T,1,1,L,99,1,12,21,864,0,14,988002957,4,0,0
22,3,3,2,D,1,1,L,10,8,#,32,610,0,1,104011076,2,1,0
11,20,0,2,T,1,1,L,99,1,12,40,2678,0,**,996664959,4,0,1
21,70,0,1,C,1,1,L,99,1,#,42,1058,0,21,943595743,4,0,1
34,100,0,1,H,1,1,L,99,1,#,25,324,0,3,204883036,4,0,0
50,100,0,1,C,1,1,a,99,1,11,40,4421,0,22,515933507,4,0,0
37,100,0,2,H,1,1,a,99,1,11,35,648,0,**,961142178,2,0,0
38,100,0,2,S,1,1,L,99,99,#,20,1080,0,37,400364542,2,0,1
4,100,0,1,Q,1,1,L,99,1,#,28,900,0,43,979991456,2,0,0
41,100,0,2,T,1,1,a,99,1,#,18,2980,0,9,301160294,2,0,0
53,10,3,2,T,1,1,L,4,1,11,50,2420,0,14,995910651,2,0,1
40,50,1,1,K,1,1,L,11,1,#,35,275,0,29,952967292,2,0,0
48,100,1,2,R,1,1,L,9,1,#,28,324,0,18,700075677,3,0,0
57,60,0,1,Q,1,1,L,99,1,11,55,700,0,**,985952866,2,0,1
16,100,0,2,T,1,1,L,99,1,12,39,540,0,12,992467660,4,0,0
76,50,0,2,T,1,#,#,99,1,11,75,1220,500,11,241278039,4,0,0
8,2,0,1,K,1,1,L,99,1,12,39,1380,0,**,969492748,4,0,0
51,70,0,1,T,1,1,a,99,1,#,44,540,0,**,958149349,3,0,1
49,80,0,1,C,1,1,L,99,1,#,37,31212,0,24,508130897,2,0,1
24,80,0,1,K,1,1,L,99,17,12,19,816,0,28,952102232,2,1,0
37,20,4,2,K,1,1,L,8,1,12,40,328,0,**,245765866,2,0,1
28,100,0,2,K,1,1,L,99,9,#,13,300,0,28,605267741,2,0,0
55,90,0,1,C,1,1,L,99,1,12,53,30000,0,23,988360876,4,0,1
31,70,0,1,C,1,1,L,99,1,#,21,3664,0,24,515862371,2,0,0
