region,id,campaign,contract_type,payway,paid_flg,arrears_at,pref,career,sex,arrears_count,domain,amount,age,selling_method,entry_age,customer_rank,identified_doc,bill_updage_count
N,803517180,L,1,4,0,99,35,#,1,0,0,1080,30,1,16,110,1,1
K,951299894,L,2,2,0,99,28,12,#,0,0,1007,0,1,999,50,16,1
K,955942292,L,1,4,0,99,27,11,2,0,0,3802,30,1,25,100,10,0
C,515699770,L,1,4,0,99,23,12,1,0,0,432,51,1,40,100,99,0
T,251444477,L,1,4,0,99,20,#,2,0,500,130,36,1,35,90,1,0
C,508528797,a,1,2,0,5,23,#,2,2,0,360,42,1,29,100,20,0
T,316865439,L,1,3,1,10,12,#,1,3,0,3000,45,1,32,3,8,0
T,323589415,L,1,2,0,99,9,#,2,0,0,1436,47,1,31,70,1,1
Q,245368324,L,1,2,0,99,**,12,1,0,500,1499,26,1,24,50,1,0
T,968701149,L,1,2,0,99,14,11,1,0,0,5900,55,1,49,60,1,1
K,988784963,L,1,3,0,99,**,12,1,0,0,540,22,1,21,100,1,0
Q,987270866,a,1,3,0,8,**,11,2,2,0,2474,44,1,40,0,1,1
T,993943380,L,1,2,0,99,13,12,1,0,500,3000,27,1,24,40,8,0
C,503008971,a,1,4,0,99,23,#,2,0,0,540,49,1,27,140,10,1
T,246232556,L,1,2,1,99,12,12,2,0,500,240,57,1,57,40,26,0
,250047667,,,,0,,,,,,,16310,,,,,,
T,991236963,L,1,2,0,99,22,12,1,0,0,10799,26,1,22,50,1,0
T,301314629,L,1,4,0,99,13,#,2,0,0,1400,47,1,27,130,99,0
N,956119927,L,1,4,0,99,40,#,2,0,0,1518,25,1,20,90,1,0
T,941592041,L,1,2,0,99,**,11,1,0,0,29700,59,1,16,50,1,1
T,325711130,L,1,4,0,99,14,#,1,0,0,1262,56,1,44,110,99,1
T,318582517,L,1,4,1,99,13,#,1,0,0,270,32,1,24,3,1,0
,969686364,,,,0,,,,,,,480,,,,,,
C,949040332,L,1,2,0,10,**,#,1,3,0,540,26,1,20,3,1,1
,905796111,,,,1,,,,,,,120,,,,,,
,250991857,,,,0,,,,,,,10840,,,,,,
,246938686,,,,0,,,,,,,250,,,,,,
H,257684385,R,1,4,0,12,2,#,2,1,0,1007,25,1,24,5,1,0
,985950857,,,,1,,,,,,,120,,,,,,
N,945921676,a,1,3,0,12,23,#,2,1,0,5460,49,1,40,30,22,1
T,246291651,L,1,4,0,99,**,12,2,0,500,240,26,1,26,90,1,0
T,318557414,L,1,4,0,99,**,11,1,0,0,5327,41,1,31,110,1,1
T,988552651,a,1,4,0,99,14,11,2,0,0,594,38,1,34,90,1,1
T,958145670,L,1,3,0,5,8,#,1,8,0,480,24,1,19,3,1,1
T,307650074,#,1,4,0,99,13,#,2,0,0,324,51,0,41,100,99,0
T,941326644,L,1,4,0,99,40,12,1,0,0,1007,31,1,24,100,1,1
,307078606,,,,0,,,,,,,11040,,,,,,
,204627088,,,,0,,,,,,,2880,,,,,,
H,203834037,a,1,4,0,99,5,#,2,0,0,77833,34,1,18,80,1,1
Q,250216332,a,1,4,0,99,40,#,1,0,0,2678,16,1,46,20,1,1
C,515543911,L,1,4,0,99,**,11,1,0,0,1166,39,1,29,3,1,0
T,244023958,a,1,2,0,99,**,12,2,0,0,240,25,1,22,50,1,0
T,805037107,a,1,4,0,99,33,12,2,0,0,10587,22,1,47,90,20,1
N,804415061,L,1,4,0,99,13,#,2,0,0,639,38,1,28,100,1,0
,240979461,,,,0,,,,,,,11460,,,,,,
C,508055614,L,1,2,0,99,21,#,1,0,0,11650,58,1,46,100,1,1
H,991003995,a,1,4,0,99,4,11,1,0,0,400,26,1,23,90,1,0
K,961766567,L,1,4,0,99,**,11,1,0,0,15207,24,1,51,100,1,0
T,246366669,L,1,3,0,99,14,11,2,0,0,324,70,1,70,50,6,1
T,326647384,a,1,4,0,99,11,#,2,0,0,2255,40,1,27,110,1,1
N,259156764,a,1,4,0,99,34,#,2,0,0,1,26,1,26,30,1,0
,801368947,,,,0,,,,,,,130,,,,,,
C,240190974,L,1,2,0,99,24,#,1,0,0,8631,49,1,49,30,12,1
,245587201,,,,0,,,,,,,2060,,,,,,
H,200306998,L,1,2,0,99,4,#,1,0,0,19600,40,1,20,100,8,0
C,982079919,L,1,4,0,99,23,12,1,0,0,1,40,1,38,100,10,1
N,967951612,L,1,4,0,99,34,11,2,0,0,226,28,1,24,100,1,1
Q,257062336,R,1,2,0,9,40,#,2,4,0,4200,31,1,31,5,21,0
C,515548423,L,1,2,1,10,**,#,1,3,0,2000,48,1,37,100,1,0
T,250027504,#,1,2,1,99,14,#,1,0,0,1,24,0,24,20,27,0
C,503068793,L,1,4,0,99,23,#,2,0,0,3700,47,1,28,140,1,1
T,326568691,a,1,2,0,99,12,#,1,0,0,240,40,1,27,60,1,0
T,253082158,L,1,2,1,4,14,#,1,4,0,1950,24,1,54,10,1,0
Q,953289179,L,1,2,0,99,**,12,2,0,0,324,30,1,24,100,1,0
T,961742565,L,1,4,0,99,**,11,2,0,0,648,46,1,41,100,1,0
T,988249401,L,1,4,0,99,40,11,2,0,0,226,33,1,32,90,1,1
H,969384100,a,1,3,0,3,4,#,1,2,0,9280,20,1,48,10,1,0
K,257352686,L,1,4,0,99,**,#,2,0,500,540,66,1,66,30,1,1
H,204860091,a,1,4,0,99,7,11,1,0,0,498,4,1,29,200,1,1
Q,243089360,L,1,3,0,4,40,12,1,3,0,1200,21,1,20,100,8,0
C,992370437,a,1,2,0,7,23,#,2,1,0,2390,53,1,50,100,1,0
T,969004043,L,2,4,0,99,8,11,#,0,0,4486,0,1,999,90,1,1
H,204648479,L,1,2,0,99,3,#,1,0,0,6720,65,1,15,50,8,0
Q,941083157,L,1,4,0,99,35,12,2,0,0,1134,64,1,54,50,10,1
Q,996953970,L,1,2,0,11,40,12,2,1,500,540,22,1,22,50,1,0
C,979151109,L,1,2,0,99,24,#,1,0,0,980,61,1,56,50,1,0
Q,906679243,L,1,2,0,99,40,#,2,0,0,2200,22,1,12,60,1,0
T,243174566,L,1,2,0,6,13,12,2,4,0,500,23,1,23,30,27,0
K,984783768,L,1,2,0,4,**,11,2,8,0,324,35,1,33,100,1,0
,248183767,,,,0,,,,,,,1920,,,,,,
,968375839,,,,0,,,,,,,130,,,,,,
Q,256080022,9,1,4,0,99,40,11,1,0,500,1200,27,#,27,30,1,0
T,251190355,a,1,4,0,99,14,11,1,0,0,4520,27,1,52,80,1,0
T,246025583,#,1,3,0,99,**,11,2,0,500,2800,40,#,39,50,1,0
C,951532594,L,1,2,0,99,**,#,2,0,0,10640,58,1,52,60,1,1
K,604016527,L,1,2,0,99,28,#,2,0,0,324,65,1,47,100,1,0
K,613613643,L,1,2,0,99,28,#,1,0,0,1320,40,1,24,60,1,0
,250966612,,,,1,,,,,,,1920,,,,,,
N,804365541,a,1,4,0,99,35,#,1,0,0,756,44,1,32,100,1,0
N,803433668,L,1,3,0,99,34,#,1,0,0,594,29,1,20,100,1,1
,982470886,,,,0,,,,,,,1270,,,,,,
T,989789958,L,1,4,0,99,12,12,1,0,500,619,60,1,57,50,1,0
,244417635,,,,0,,,,,,,130,,,,,,
K,606602137,L,1,2,0,7,25,#,1,6,0,250,33,1,23,3,20,0
T,943639100,L,1,2,0,99,13,12,1,0,0,320,29,1,23,80,10,0
,947568972,,,,0,,,,,,,480,,,,,,
N,803215322,L,1,2,0,5,35,#,2,4,0,937,52,1,36,10,99,1
S,984713880,a,1,3,0,6,38,11,1,5,0,324,37,1,33,100,1,0
K,607046597,L,1,2,0,5,11,#,2,1,0,7000,44,1,36,30,1,0
,955875711,,,,0,,,,,,,120,,,,,,
K,955507411,L,1,4,0,99,28,12,2,0,0,432,38,1,33,110,1,1
,250257385,,,,0,,,,,,,1050,,,,,,
,904647678,,,,0,,,,,,,130,,,,,,
T,303855460,L,1,2,0,99,13,#,2,0,0,240,54,0,37,50,6,0
Q,950319993,L,1,4,0,99,40,12,2,0,0,324,36,1,30,100,1,0
C,506527514,L,1,4,0,99,23,#,2,0,0,4080,61,1,46,50,1,0
T,989982056,R,1,4,0,99,14,12,1,0,0,260,61,1,60,50,1,0
Q,903885213,L,1,2,0,99,40,#,2,0,0,4280,62,1,47,50,1,1
T,949381269,a,1,3,1,10,12,11,1,1,0,7210,27,1,19,20,1,1
H,988732884,L,1,4,0,99,7,12,2,0,0,500,44,1,40,80,1,1
,991163582,,,,0,,,,,,,3000,,,,,,
C,983000419,L,1,2,0,99,23,12,2,0,0,1480,999,1,29,100,1,0
K,992927734,L,1,2,0,99,**,12,1,0,500,240,49,1,48,60,1,0
,989164450,,,,0,,,,,,,980,,,,,,
Q,903578981,L,1,4,0,99,40,#,1,0,0,324,47,1,32,100,99,0
K,253526924,L,1,2,1,3,26,#,2,4,500,3420,34,1,32,0,6,0
K,958797531,a,1,4,0,99,28,#,2,0,0,324,34,1,27,100,10,0
K,251481912,L,1,4,0,99,28,12,2,0,500,720,33,1,33,90,1,0
N,803968550,L,1,2,0,10,34,#,1,3,0,600,32,1,17,100,1,0
C,251387957,L,1,2,0,99,21,12,2,0,0,444,39,1,39,50,1,1
C,970319565,a,1,2,0,99,23,#,2,0,0,540,33,1,29,50,99,1
Q,982784097,L,1,2,0,99,40,11,1,0,500,780,23,1,20,100,17,0
C,993151295,L,1,4,0,99,21,11,2,0,0,5414,29,1,28,100,1,0
,250641291,,,,0,,,,,,,960,,,,,,
T,972397864,L,1,2,0,99,8,11,1,0,0,324,30,1,27,100,1,0
H,203662636,L,1,2,0,99,4,#,2,0,0,10,32,1,15,100,99,1
T,988581972,L,1,3,0,10,11,12,2,1,500,2580,29,1,26,30,8,1
,257235142,,,,0,,,,,,,130,,,,,,
T,985349052,a,1,4,0,99,**,12,2,0,0,324,19,1,35,20,1,0
,986100625,,,,1,,,,,,,240,,,,,,
C,954380528,a,1,2,0,99,22,11,2,0,0,1404,28,1,20,70,1,1
T,307626937,L,1,2,0,10,11,#,1,3,0,864,60,1,50,100,1,0
,205246066,,,,0,,,,,,,1320,,,,,,
H,203012392,a,1,4,0,99,3,#,1,0,0,1220,58,1,41,100,1,0
T,987304385,L,1,2,1,9,27,11,2,1,0,960,48,1,46,30,1,1
C,255207031,L,1,2,0,99,**,#,2,0,500,1,44,1,44,30,1,0
H,245625339,L,1,4,0,99,4,12,2,0,500,480,35,1,34,90,1,0
C,959655222,a,1,2,0,99,22,11,2,0,0,302,56,1,49,100,1,0
K,246652076,L,1,2,0,99,27,11,2,0,0,2000,42,1,42,10,1,1
T,958274400,a,1,4,0,99,19,11,1,0,0,3239,34,1,26,100,1,1
T,963797943,L,1,2,0,99,15,12,2,0,0,518,38,1,34,100,1,0
T,941998441,L,1,4,0,99,12,11,1,0,0,2040,38,1,31,120,1,1
R,952760788,a,1,4,0,99,**,#,2,0,0,324,23,1,15,100,1,0
C,509420455,L,1,4,0,99,23,#,2,0,0,2300,47,1,39,130,1,0
T,946065758,a,1,2,0,99,14,11,1,0,0,525,48,1,39,50,1,0
Q,250031214,L,1,4,0,99,40,12,2,0,0,46,28,1,28,80,1,1
T,984831081,L,1,3,0,99,15,12,1,0,0,5000,57,1,55,100,1,1
T,980264222,L,1,2,0,4,**,12,1,5,0,3320,41,1,36,0,1,0
T,246296282,a,1,4,0,99,12,12,2,0,0,400,27,1,25,70,1,0
T,946256319,L,1,2,0,4,13,#,2,2,0,2460,24,1,18,30,8,1
C,515669409,a,1,4,0,99,24,#,2,0,0,216,35,1,22,90,1,0
,503918857,,,,0,,,,,,,400,,,,,,
T,240056361,L,1,4,0,99,14,15,1,0,500,648,51,1,50,80,1,0
T,976911239,a,1,2,1,3,**,#,1,9,0,324,23,1,17,100,1,0
T,962917755,L,1,2,0,99,27,11,2,0,0,10002,47,1,42,80,1,1
,603532253,,,,0,,,,,,,130,,,,,,
K,987981736,L,1,2,0,99,27,#,2,0,0,2700,27,1,26,50,1,0
,255674162,,,,0,,,,,,,360,,,,,,
K,605185080,L,1,2,0,99,27,#,2,0,0,360,43,1,28,100,1,0
S,987088891,a,1,2,0,99,38,12,2,0,0,335,33,1,29,60,1,1
T,301143359,L,1,4,0,99,12,#,1,0,0,2700,42,1,19,110,99,1
H,962580368,L,1,4,0,99,3,#,2,0,0,600,19,1,37,90,1,1
R,944514133,a,1,4,0,99,**,11,2,0,0,855,41,1,32,100,1,0
C,506511407,L,1,2,0,6,23,#,1,1,0,1007,59,1,41,50,1,1
Q,960653427,L,1,3,0,12,13,11,1,1,0,130,25,1,21,40,1,1
T,995759527,L,1,4,0,99,13,11,1,0,0,1774,29,1,29,80,1,1
K,955315119,L,1,4,0,99,27,#,2,0,0,324,17,1,34,20,1,1
T,316856758,L,1,2,0,99,13,#,1,0,0,432,60,1,45,100,1,0
T,249269650,L,1,2,0,99,11,#,2,0,500,500,27,1,27,50,1,1
Q,982454565,L,1,4,0,99,40,12,1,0,0,1260,53,1,50,90,1,0
T,328541686,L,1,4,0,99,13,#,2,0,0,864,37,1,27,100,1,0
T,257930290,a,1,2,0,99,8,12,2,0,0,9076,16,1,48,20,1,1
T,256233338,L,1,4,0,99,11,16,1,0,500,1,71,1,71,5,8,0
T,241808520,L,1,4,0,99,14,12,2,0,500,450,40,1,39,90,1,0
,955359113,,,,0,,,,,,,4940,,,,,,
H,988229466,L,1,2,0,99,5,11,2,0,0,1401,47,1,46,50,1,0
C,508179679,L,1,2,1,10,23,#,1,3,0,540,54,1,41,100,26,0
H,205099598,L,1,2,0,99,4,11,2,0,0,324,30,1,21,80,1,1
D,952043497,L,1,4,0,99,1,#,2,0,0,14776,48,1,43,100,1,1
Q,959926512,L,1,2,0,99,47,#,1,0,0,10800,43,1,39,60,99,1
Q,240981954,L,1,4,0,99,46,#,2,0,0,120,47,1,47,70,1,1
S,970491123,a,1,4,0,99,37,#,1,0,0,1967,21,1,15,100,17,1
D,100077236,L,1,4,0,99,1,#,1,0,0,240,60,1,39,50,1,0
K,254000764,9,1,4,0,99,28,#,1,0,500,1,54,#,54,30,1,0
K,944166374,L,1,2,0,99,27,#,2,0,0,80424,42,1,34,110,1,1
T,995936097,L,1,4,0,99,9,11,2,0,0,1200,39,1,38,70,1,0
K,252565043,L,1,4,0,99,**,#,2,0,500,1674,26,1,26,90,1,1
T,313967287,L,1,2,0,99,8,#,2,0,0,324,42,1,24,100,1,0
K,253568279,a,1,4,0,99,28,#,2,0,0,880,20,1,18,20,8,0
T,318392754,L,1,2,0,3,13,#,1,3,0,6120,28,1,19,10,1,1
K,959523090,a,1,4,0,99,28,12,2,0,0,648,26,1,19,100,1,0
C,947546513,a,1,90,0,99,22,#,2,0,0,1090,28,1,20,90,1,0
D,104304216,a,1,4,0,99,1,12,2,0,0,870,37,1,27,120,1,0
,993609205,,,,0,,,,,,,960,,,,,,
C,257426955,a,1,2,0,99,21,#,2,0,0,300,40,1,40,30,1,0
H,947121834,L,1,2,0,99,7,12,1,0,0,3000,42,1,36,50,8,1
T,516284287,L,1,4,0,99,14,12,2,0,0,17149,52,1,41,100,20,1
,507874370,,,,0,,,,,,,120,,,,,,
K,987774121,L,1,4,0,99,**,11,2,0,0,360,52,1,50,90,1,1
K,962144097,a,1,4,0,99,28,12,2,0,0,302,30,1,26,80,8,0
H,953518825,L,1,3,0,99,1,12,1,0,0,15848,23,1,17,70,1,1
T,240023337,#,1,4,0,99,14,#,2,0,500,1720,34,#,34,100,1,0
T,314316693,L,1,2,0,99,13,#,1,0,0,324,39,1,19,100,99,0
C,507999865,L,1,2,0,5,23,#,1,1,0,1080,68,1,54,100,1,0
T,315260662,a,1,4,0,99,13,#,1,0,0,324,37,1,18,100,99,0
,980998250,,,,0,,,,,,,600,,,,,,
Q,247310507,L,1,4,0,99,42,11,1,0,0,292,65,1,33,50,1,1
C,247754168,#,1,4,1,99,23,12,1,0,500,40000,31,#,31,3,1,0
T,973602194,L,1,2,0,99,14,12,1,0,0,451,23,1,21,60,1,1
T,324003512,L,1,2,0,99,9,#,1,0,0,3324,45,1,30,70,1,0
Q,955299005,L,1,4,0,99,**,#,2,0,0,1520,20,1,57,100,1,1
K,955255130,L,1,2,0,99,27,11,2,0,0,11700,32,1,24,50,8,1
T,304006242,L,1,4,0,99,14,#,2,0,0,2002,36,1,19,120,1,1
C,500266988,0,1,2,0,99,23,#,2,0,0,199,81,1,60,50,2,0
T,952515887,a,1,2,0,4,14,#,1,3,0,2549,47,1,39,3,25,1
C,960945906,L,1,2,0,11,23,#,2,2,0,324,21,1,16,100,8,0
K,993015843,L,1,4,0,99,27,12,1,0,0,410,37,1,35,100,8,0
H,958984613,L,1,4,0,99,4,11,2,0,0,2678,21,1,39,90,1,2
T,306298674,L,1,4,0,99,12,#,1,0,0,1382,28,1,48,70,99,0
K,949268850,L,1,2,0,99,27,#,2,0,0,324,24,1,17,50,17,0
K,256570491,L,1,4,0,99,**,#,2,0,500,594,37,1,37,70,1,1
N,241809562,L,1,3,0,99,35,11,1,0,0,620,31,1,31,50,1,1
,958964696,,,,1,,,,,,,960,,,,,,
K,606282090,L,1,4,0,99,25,#,2,0,0,324,30,1,20,90,1,1
T,323397202,a,1,4,0,99,11,#,2,0,0,330,59,1,41,100,99,0
T,982080603,L,1,2,0,99,20,#,1,0,0,480,18,1,42,20,1,0
T,305683752,L,1,3,1,10,11,#,2,3,0,302,36,1,21,100,8,0
C,995756484,L,1,4,0,99,23,12,1,0,0,226,32,1,32,90,1,1
D,956775444,L,1,4,0,99,**,11,2,0,0,648,25,1,20,100,1,0
T,951296762,L,1,4,0,99,**,#,2,0,0,626,52,1,44,100,1,0
T,974290379,L,1,2,0,4,5,12,2,8,0,3000,47,1,44,3,8,0
C,989508024,a,1,4,0,99,23,#,2,0,0,1960,15,1,44,20,1,1
Q,900451453,a,1,2,0,99,40,#,1,0,0,324,40,1,20,100,99,0
T,953137954,L,1,2,0,99,**,#,2,0,0,13100,27,1,22,60,1,1
K,601181199,L,1,2,0,99,27,#,2,0,0,3200,39,1,20,60,8,1
Q,903895553,L,1,2,0,99,40,#,2,0,0,240,26,1,37,100,1,0
K,961163891,a,1,4,0,99,27,11,2,0,0,670,27,1,20,90,17,1
T,300877617,L,1,2,0,99,23,#,2,0,0,480,43,1,23,80,99,0
K,603282182,L,1,4,0,99,27,#,1,0,0,3504,44,1,27,160,99,0
T,244119351,#,1,4,0,99,**,#,2,0,500,4800,40,#,40,100,1,0
T,956893537,L,1,2,0,99,13,#,2,0,0,1000,24,1,19,40,8,0
,993318505,,,,0,,,,,,,240,,,,,,
C,259157391,a,1,4,0,99,**,11,2,0,0,1,47,1,47,30,1,0
K,615473126,L,1,2,0,99,28,12,1,0,0,1980,59,1,50,50,1,0
S,995413240,L,1,2,0,99,36,#,2,0,0,1785,33,1,32,50,1,1
,981856489,,,,1,,,,,,,390,,,,,,
T,982017593,L,1,2,0,99,**,12,1,0,500,324,48,1,46,100,1,0
,247524787,,,,1,,,,,,,5290,,,,,,
D,950296489,L,1,2,0,99,1,11,2,0,0,324,30,1,22,100,1,0
K,607029208,L,1,2,0,99,28,#,1,0,0,265,23,1,41,80,1,1
T,315176391,L,1,3,0,99,11,#,2,0,0,540,55,1,36,80,1,1
C,503906673,L,1,4,0,99,21,#,1,0,0,324,38,1,20,120,1,0
Q,906167676,a,1,2,0,9,40,#,2,2,0,28463,23,1,36,30,1,1
K,947244347,L,1,2,0,99,28,#,1,0,0,1000,43,1,37,70,1,1
H,201306841,a,1,4,0,99,7,#,2,0,0,451,54,1,34,100,1,1
C,505542126,a,1,3,0,99,21,#,2,0,0,324,46,1,27,60,1,0
,944794775,,,,0,,,,,,,130,,,,,,
K,606641794,L,1,2,0,99,29,#,2,0,0,4200,24,1,40,100,99,0
T,942568698,a,1,4,0,99,11,#,1,0,0,1710,30,1,21,90,17,0
,956101241,,,,0,,,,,,,880,,,,,,
Q,249331375,L,1,4,0,99,**,11,1,0,500,4968,61,1,59,50,1,0
,969216021,,,,0,,,,,,,130,,,,,,
D,979895051,L,1,4,0,99,1,11,1,0,0,360,44,1,41,100,10,0
C,982350400,a,1,2,0,99,**,12,1,0,0,1000,50,1,46,50,1,0
N,964900161,L,1,2,0,99,**,11,1,0,0,1,46,1,42,50,1,1
K,254935405,a,1,4,0,99,26,#,2,0,0,960,24,1,24,50,8,1
,980826054,,,,0,,,,,,,120,,,,,,
,258888573,,,,0,,,,,,,80,,,,,,
Q,984586153,L,1,2,0,99,40,12,2,0,0,5557,23,1,18,70,1,0
C,945906228,L,1,2,0,3,**,11,1,3,0,5460,27,1,20,10,1,0
,953900887,,,,0,,,,,,,120,,,,,,
T,327597886,a,1,2,1,99,13,#,1,0,0,1007,26,1,15,70,1,1
T,986819500,a,1,2,1,7,27,12,1,6,0,980,24,1,20,3,1,0
N,800113660,#,1,2,1,8,35,#,2,5,0,705,50,0,30,10,99,0
K,993498838,L,1,2,0,99,26,12,2,0,0,574,24,1,23,50,8,0
T,301067026,a,1,4,0,99,14,#,2,0,0,432,54,1,31,70,1,1
T,944040642,L,1,2,0,99,22,#,1,0,0,324,26,1,20,60,1,1
T,247292868,L,1,2,1,3,11,#,2,10,0,2678,47,1,47,3,21,1
H,200651217,L,1,4,0,99,4,#,1,0,0,324,58,1,39,100,99,0
S,970489309,L,1,2,0,99,39,12,2,0,0,400,22,1,42,80,99,0
K,615427456,L,1,4,1,10,**,#,2,3,0,2149,29,1,13,3,1,0
Q,971954614,L,1,4,0,99,44,11,2,0,0,1000,47,1,44,100,1,0
Q,242936074,L,1,2,0,99,40,#,2,0,0,3668,15,1,42,20,1,1
Q,958999031,L,1,2,0,99,40,11,2,0,0,2200,25,1,20,100,17,0
D,104075937,a,1,2,0,99,1,#,1,0,0,1,65,1,54,50,1,0
C,949810976,L,1,4,0,99,**,#,2,0,0,1080,41,1,36,90,1,1
T,940393014,a,1,4,0,99,14,#,1,0,0,540,33,1,23,100,1,0
C,257220415,L,1,4,0,99,22,11,2,0,500,1680,36,1,46,30,1,0
,996716577,,,,0,,,,,,,120,,,,,,
C,980895686,a,1,2,0,10,23,#,2,2,0,1799,23,1,18,100,17,0
H,204228174,L,1,2,1,7,5,#,2,6,0,895,54,1,40,10,99,0
K,258903500,a,1,4,0,99,**,#,1,0,0,972,70,1,70,30,1,1
,242120769,,,,0,,,,,,,120,,,,,,
K,603436024,L,1,4,0,99,13,#,2,0,0,432,40,1,22,130,1,0
D,985844640,L,1,2,0,99,1,11,2,0,0,324,35,1,34,100,1,0
Q,905839792,L,1,4,0,99,43,#,1,0,0,1,62,1,51,50,99,0
C,513921072,L,1,4,0,99,23,#,1,0,0,2000,33,1,18,100,8,0
T,995689125,R,1,2,0,99,13,#,2,0,0,480,52,1,51,50,1,0
T,968061242,L,1,4,0,99,13,11,2,0,0,1800,27,1,23,110,10,1
T,960132638,a,1,3,0,99,**,11,2,0,0,194,35,1,30,100,1,0
K,604518136,L,1,4,0,99,27,#,1,0,0,240,59,1,42,50,1,0
,258242014,,,,0,,,,,,,120,,,,,,
T,940948973,a,1,2,0,99,14,11,2,0,0,194,29,1,20,80,17,1
,991017239,,,,0,,,,,,,5600,,,,,,
,247024480,,,,1,,,,,,,1200,,,,,,
T,303537095,a,1,4,0,99,13,#,1,0,0,1800,44,1,23,130,1,1
T,961596211,a,1,4,0,3,14,11,2,2,0,1007,39,1,32,3,1,1
C,991358476,L,1,2,0,99,23,12,1,0,500,720,21,1,49,70,1,0
D,256974041,L,1,2,1,99,1,#,1,0,500,4990,28,1,28,5,1,0
T,963665499,L,1,2,0,99,13,11,1,0,0,240,37,1,32,90,1,1
T,957569684,L,1,4,0,99,28,11,2,0,0,70,38,1,33,100,1,0
T,964347951,L,1,4,0,99,1,11,2,0,0,16,36,1,32,80,1,1
H,245793644,9,1,2,0,99,**,#,1,0,500,29700,25,#,23,30,1,0
T,247583615,L,1,2,0,99,**,#,1,0,500,840,62,1,60,50,1,0
T,323773272,a,1,4,0,99,13,#,1,0,0,3380,56,1,40,90,99,0
Q,979991456,L,1,2,0,99,43,#,1,0,0,900,4,1,28,100,1,0
C,508729578,a,1,2,0,3,12,#,1,9,0,2149,27,1,15,3,1,1
D,978661391,L,1,3,0,99,**,11,1,0,500,120,65,1,63,50,1,0
T,952192411,L,1,4,0,99,**,#,1,0,0,300,21,1,44,100,1,0
Q,251344084,L,1,4,0,99,40,12,2,0,0,5650,23,1,23,100,8,0
,244180226,,,,0,,,,,,,250,,,,,,
,250686910,,,,0,,,,,,,360,,,,,,
C,943967619,L,1,2,0,99,23,#,2,0,0,324,19,1,43,100,1,0
T,243349846,L,1,4,0,99,12,12,2,0,0,1080,28,1,28,50,1,0
T,992282612,L,1,2,0,99,12,12,1,0,500,7340,24,1,23,60,1,1
C,944528507,L,1,2,0,6,**,#,2,2,0,3186,26,1,20,30,1,1
T,989527685,L,1,2,0,10,14,11,1,3,0,1110,43,1,42,50,1,1
K,988609131,L,1,2,0,99,**,11,2,0,0,720,57,1,56,50,1,0
K,605364876,L,1,2,0,99,46,#,1,0,0,1007,33,1,19,110,1,1
C,987317445,L,1,2,0,99,23,12,2,0,0,794,52,1,51,50,1,0
Q,953473591,L,1,2,0,99,**,11,2,0,0,6674,24,1,18,50,17,2
N,803737362,L,1,3,0,99,40,#,2,0,0,226,49,1,36,110,1,1
,503480778,,,,0,,,,,,,700,,,,,,
,946956793,,,,1,,,,,,,1920,,,,,,
T,983596144,L,1,2,0,99,15,#,1,0,0,540,26,1,22,90,99,0
T,254791836,L,1,2,0,99,13,#,2,0,500,1040,28,1,28,5,1,1
K,606097318,L,1,4,0,99,13,#,2,0,0,12852,37,1,26,130,1,0
T,242541359,L,1,2,0,99,**,11,1,0,0,540,33,1,33,50,1,1
T,986826652,L,1,2,0,99,**,12,2,0,500,110,38,1,37,90,1,0
,251381233,,,,1,,,,,,,19280,,,,,,
T,257454184,a,1,4,0,99,11,#,1,0,0,594,25,1,24,5,8,1
C,989516938,L,1,2,0,99,22,11,2,0,0,130,31,1,30,80,1,1
T,304125230,L,1,2,0,99,9,#,2,0,0,3000,49,1,31,100,1,0
T,242104883,L,1,4,0,99,13,11,2,0,500,400,63,1,63,50,1,0
,962496028,,,,0,,,,,,,610,,,,,,
C,247009813,L,1,4,0,99,**,11,2,0,0,1200,55,1,54,90,1,1
T,978131775,L,1,3,1,4,8,11,2,2,0,2000,26,1,23,6,1,1
K,253668053,a,1,4,0,99,27,11,2,0,0,960,23,1,23,30,1,0
T,313694608,L,1,4,0,99,10,#,1,0,0,540,43,1,22,100,99,0
K,248186732,L,1,3,0,99,28,12,1,0,0,5000,24,1,23,50,1,0
C,506786199,L,1,2,0,99,**,#,1,0,0,324,32,1,18,100,1,0
T,315836829,a,1,2,0,99,8,#,1,0,0,4980,54,1,38,60,1,0
C,507000205,L,1,4,0,99,23,#,1,0,0,432,27,1,13,140,99,0
T,323877229,a,1,4,0,99,8,#,2,0,0,1,64,1,47,50,10,0
T,970734274,L,2,4,0,99,43,#,#,0,0,648,0,1,999,100,1,0
T,313065698,L,1,2,0,99,11,#,1,0,0,15140,43,1,23,90,1,0
Q,907104181,L,1,3,0,99,40,#,2,0,0,270,24,1,15,60,1,0
K,257584202,L,1,2,0,99,**,16,1,0,500,1,39,1,39,30,1,0
T,970827781,L,1,2,0,99,13,12,2,0,0,4636,27,1,23,50,17,1
C,516586172,a,1,4,1,10,23,11,1,3,0,1530,19,1,31,0,1,0
K,255185663,a,1,2,0,99,**,11,2,0,0,34660,29,1,29,50,1,1
H,203607222,L,1,2,0,99,4,#,2,0,0,260,62,1,47,50,1,1
T,244567582,#,1,4,0,99,**,#,1,0,500,1598,39,#,39,5,1,1
T,256222335,L,1,2,1,99,11,#,1,0,0,960,24,1,54,5,8,0
